Collector,Site,Julian,Year,Date,DateCollector,Location,Number,OldNumber,PIT,PITnew,BurrowNo,Burrow Synonym,Lat,Long,Status,EstimatedAge,KnownAge,Sex,AgeSex,ReproSex,Mass,Clmax,Clmid,BridgeWidth,Thickness,Pltotal,Plmid,TotalLength,Concavity,Plasma,UDBA,BloodT,CaptureTime,Nasal,Nail,Pics,BKA,Nares,Eyes,EyeLids,PerioC,Conjunctive,URTDscarring,DateTrapSet,DateTrapSetJG,Comments,Comments2
Guyer,6,34562,1994,16-Aug-94,8/16/1994,Conecuh National Forest,142,142,,,483,,31.119465,-86.496825,R,20,,M,M,M,3419,25.1,,20.4,,25.5,,26.3,0,,,,,,,,,,,,,,,NA,NA,more than 20,proofed by CG 12/23/2017
Goessling,6,42534,2016,13-Jun-16,6132016,Conecuh National Forest,142,42,,,782,,31.11847,-86.49332,R,old,,M,M,M,3640,25.7,,209,118,25.7,24.1,26.7,13,y,ub,275.00,,n,n,1422-1428,,0,0,0,0,0,,13-Jun-16,6122016,"foamy in trap, broke off 1 claw; middle right claw regrown; moderate dyskeratosis",nb6-11
Guyer,6,34222,1993,10-Sep-93,9/10/1993,Conecuh National Forest,143,143,,,365,693,31.121734,-86.493744,N,19,,M,M,M,1916,22.1,,17.9,,22.6,,23.5,9,,,,,,,,,,,,,,,NA,NA,,proofed by CG 12/23/2017
Guyer,6,34222,1993,10-Sep-93,9/10/1993,Conecuh National Forest,144,144,,,281,,NA,NA,N,23,,M,M,M,2126,23.2,,18.2,,23.8,,24.6,8,,,,,,,,,,,,,,,NA,NA,,proofed by CG 12/23/2017
Guyer,6,34222,1993,10-Sep-93,9/10/1993,Conecuh National Forest,145,145,,,NA,,NA,NA,N,18,,M,M,M,2171,22.4,,17.2,,22.7,,23.7,10,,,,,,,,,,,,,,,NA,NA,more than 18,proofed by CG 12/23/2017
Guyer,6,33811,1992,26-Jul-92,7/26/1992,Conecuh National Forest,200,200,,,462,,31.119756,-86.496459,N,6,6,M,JM,J,320,11.8,,9.6,,11.5,,12.0,0,,,,,,,,,,,,,,,NA,NA,age of 8 listed on sheet; chose 6 to match better tape of next capture,proofed by CG 12/23/2017
Guyer,6,33829,1992,13-Aug-92,8/13/1992,Conecuh National Forest,200,200,,,467,,31.119723,-86.496765,R,,6,M,JM,J,326,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,proofed by CG 12/23/2017
Guyer,6,34217,1993,5-Sep-93,9/5/1993,Conecuh National Forest,200,200,,,644,,31.119588,-86.49665,R,7,7,M,JM,J,436,13.3,,10.6,,13.0,,13.5,0,,,,,,,,,,,,,,,NA,NA,,proofed by CG 12/23/2017
Guyer,6,35312,1996,4-Sep-96,9/4/1996,Conecuh National Forest,200,200,,,401,,31.119279,-86.495182,R,10,10,M,JM,J,1665,17.0,,13.2,,16.8,,17.6,0,,,,,,,,,,,,,,,NA,NA,,proofed by CG 12/23/2017
Guyer,6,35678,1997,5-Sep-97,9/5/1997,Conecuh National Forest,200,200,,,522,,31.12165,-86.4936,R,11,11,M,M,M,1158,18.5,,14.1,,18.3,,19.1,0,,,,,,,,,,,,,,,NA,NA,,proofed by CG 12/23/2017
Guyer,6,36026,1998,19-Aug-98,8/19/1998,Conecuh National Forest,200,200,,,401,,31.119279,-86.495182,R,12,12,M,M,M,1494,20.6,,15.6,,20.7,,21.5,3,,,,,,,,,,,,,,,NA,NA,age listed as 13 on sheet; changed to match previous series,proofed by CG 12/23/2017
Guyer,6,34176,1993,26-Jul-93,7/26/1993,Conecuh National Forest,201,201,,,596,"372, 469, 974",31.119623,-86.496533,N,16,,F,F,F,1970,22.3,,16.8,,22.7,,23.4,0,,,,,,,,,,,,,,,NA,NA,,proofed by CG 12/23/2017
Guyer,6,34562,1994,16-Aug-94,8/16/1994,Conecuh National Forest,208,208,,,477,355,31.120315,-86.497069,N,17,,M,M,M,1854,21.3,,16.6,,21.4,,22.4,0,,,,,,,,,,,,,,,NA,NA,,proofed by CG 12/23/2017
Guyer,6,34565,1994,19-Aug-94,8/19/1994,Conecuh National Forest,208,208,,,465,,31.120013,-86.496369,R,20,,M,M,M,1828,21.3,,16.6,,21.4,,22.4,0,,,,,,,,,,,,,,,NA,NA,tape shows 20 rings,proofed by CG 12/23/2017
Guyer,6,34562,1994,16-Aug-94,8/16/1994,Conecuh National Forest,209,209,,,965,,31.11898,-86.495495,N,10,10,F,JF,J,626,14.7,,11.8,,14.6,,15.2,0,,,,,,,,,,,,,,,NA,NA,,proofed by CG 12/23/2017
Guyer,6,35676,1997,3-Sep-97,9/3/1997,Conecuh National Forest,209,209,,,354,,31.118426,-86.495076,R,13,13,F,JF,J,1009,17.8,,14,,17.6,,17.8,0,,,,,,,,,,,,,,,NA,NA,listed as 12 on sheet; changed to match previous age,proofed by CG 12/23/2017
Guyer,6,36032,1998,25-Aug-98,8/25/1998,Conecuh National Forest,209,209,,,490,,31.118932,-86.495168,R,13,14,F,JF,J,1295,19.1,,15.1,,19.2,,19.6,0,,,,,,,,,,,,,,,NA,NA,,proofed by CG 12/23/2017
Guyer,6,34562,1994,16-Aug-94,8/16/1994,Conecuh National Forest,210,210,,,490,,31.118932,-86.495168,N,17,,M,M,M,1597,20.5,,16.2,,20.3,,21.4,0,,,,,,,,,,,,,,,NA,NA,more than 17,proofed by CG 12/23/2017
Guyer,6,36021,1998,14-Aug-98,8/14/1998,Conecuh National Forest,216,216,,,869,,NA,NA,N,16,,F,F,F,3254,24.6,,20.4,,24.2,,25.6,0,,,,,,,,,,,,,,,NA,NA,more than 16,proofed by CG 12/23/2017
Guyer,6,36027,1998,20-Aug-98,8/20/1998,Conecuh National Forest,217,217,,,794,,31.11872,-86.49427,N,0,0,J,J,J,33,5.0,,4.5,,5.2,,5.5,0,,,,,,,,,,,,,,,NA,NA,hatchling; discovered sitting inside large trap; female must be in burrow,proofed by CG 12/23/2017
Guyer,6,36035,1998,28-Aug-98,8/28/1998,Conecuh National Forest,218,218,,,777,,31.11971,-86.49664,N,2,2,J,J,J,67,7.0,,5.6,,7.0,,7.2,0,,,,,,,,,,,,,,,NA,NA,,proofed by CG 12/23/2017
Goessling,6,42530,2016,9-Jun-16,6092016,Conecuh National Forest,260,260,,,773,,31.11956,-86.49301,N,>24,,F,F,F,3116,24.0,,199,108,23.0,21.4,25.0,5,y,ub,71.00,,n,n,1386-1389,,0,0,0,0,0,,9-Jun-16,6082016,,nb6-02
Goessling,6,42530,2016,9-Jun-16,6092016,Conecuh National Forest,261,261,,,719,,31.11914,-86.49432,N,old,,F,F,F,4438,29.3,,215,127,28.7,26.2,30.1,7,y,n,60.00,,n,n,1390-1395,,0,0,0,0,0,severe erosion,9-Jun-16,6082016,,nb6-05
Goessling,6,43327,2018,15-Aug-18,8152018,Conecuh National Forest,261,261,43-162981,Y,794,,31.11872,-86.49427,R,old,,F,F,F,4472,29.5,29.4,218,127,29.0,26.4,30.3,7,Y,N,160,1603,no,no,JG phone,,1/2,0,0,0,0,MOD EROSION,9-Aug-18,8092018,STRESSED IN TRAP; MOD DYSKERATOSIS,
Goessling,6,42531,2016,10-Jun-16,6102016,Conecuh National Forest,264,264,,,719,,31.11914,-86.49432,N,>25,,F,F,F,4287,28.1,,229,114,27.2,25.2,29.0,3,y,udb,210.00,,n,n,1404-1406,,0,0,0,0,0,,10-Jun-16,6082016,"stressed in trap, 3 broken front claws",nb6-05
Goessling,6,43325,2018,13-Aug-18,8132018,Conecuh National Forest,264,264,43-162847,Y,797,,31.11895,-86.49425,R,old,,F,F,F,4041,27.8,27.5,230,117,27.1,25.2,29.0,3,Y,UDB,87,1101,no,no,JG phone,,0,0,0,0,0,N,9-Aug-18,8092018,"4L, 3 R CLAWS BROKEN IN TRAP; STRESSED",
Goessling,6,42535,2016,14-Jun-16,6142016,Conecuh National Forest,269,269,,,713,NB6-10,31.11915,-86.49396,N,8,8,J,J,J,623,14.7,,113,67,14.7,13.1,15.2,2,y,n,80.00,,n,n,1437-1440,,0,0,0,0,0,,14-Jun-16,6122016,,nb6-10
Goessling,6,43324,2018,12-Aug-18,812018,Conecuh National Forest,315,315,43-162892,Y,793,,31.11904,-86.49431,N,2,2,J,J,J,105,7.9,7.9,65,37,7.7,7.3,8.1,1,Y,UB,60,1055,no,no,JG phone,,1,0,0,0,0,MILD ASYMM,9-Aug-18,8092018,"BUBBLY NOSE, MILD DYSKER",
Goessling,6,43322,2018,10-Aug-18,8102018,Conecuh National Forest,316,316,43-162977,Y,713,NB6-10,31.11915,-86.49396,N,2,2,J,J,J,84,7.4,7.0,60,36,7.2,6.9,7.6,1,Y,N,50,1500,no,no,JG phone,,0,0,0,0,0,MILD ASYMM,10-Aug-18,8102018,,
Goessling,6,43322,2018,10-Aug-18,8102018,Conecuh National Forest,317,317,43-162898,Y,207,,31.11912,-86.49392,N,5,5,J,J,J,268,11.5,11.4,89,51,11.5,10.4,11.6,2,Y,UB,50,1519,no,no,JG phone,,1,0,0,0,1,MOD EROSION BOTH,9-Aug-18,8092018,"R CONJUNCTIVA INFLAMMED, MILD DYSKER",
Goessling,6,43323,2018,11-Aug-18,8112018,Conecuh National Forest,318,318,43-162963,Y,730,,31.11941,-86.49358,N,2,2,J,J,J,95,8.0,7.8,60,37,7.7,7.3,8.2,0,Y,N,47,1512,no,no,JG phone,,0,0,0,0,0,MID ASYMM,10-Aug-18,8102018,,
Goessling,6,43324,2018,12-Aug-18,8122018,Conecuh National Forest,319,319,43-162981,Y,727,,31.11930,-86.49406,N,21,,F,F,F,4282,27.2,27.3,214,123,26.2,24.5,27.9,5,Y,N,280,1046,no,no,JG phone,,0,0,0,0,0,MOD EROSION,9-Aug-18,8092018,RIGHT ANAL SCUTE RESCENTLY BROKEN; DYSKER,
Goessling,6,43324,2018,12-Aug-18,8122018,Conecuh National Forest,320,320,43-162941,Y,716,,31.11943,-86.49341,N,old,,M,M,M,3176,25.4,25.3,181,108,25.0,23.2,26.4,11,Y,UB,110,1445,no,no,JG phone,,0,0,0,0,0,MILD ASYMM,12-Aug-18,8122018,STRESSED IN TRAP; MOD DYSKER,
Goessling,6,43325,2018,13-Aug-18,8132018,Conecuh National Forest,321,321,43-162811,Y,709,,31.11935,-86.49355,N,old,,M,M,M,2425,23.3,23.2,168,96,22.5,22.8,24.2,7,Y,N,255,1116,no,no,JG phone,,0,0,0,0,0,MILD EROSION,9-Aug-18,8092018,MILD DYSKER ON PLASTRON; TOOTMARKS ON CAR,
Goessling,6,43326,2018,14-Aug-18,8142018,Conecuh National Forest,322,322,43-162817,Y,719,,31.11914,-86.49432,N,old,,M,M,M,2885,23.8,23.8,185,104,21.9,20.8,24.0,13,Y,N,230,1105,no,no,JG phone,,0,0,0,0,0,MOD ASYMM; MILD EROSION,9-Aug-18,8092018,MILD DYSKER; LEFT SIDE OF CAR NEAR NUCHAL OLD INJURY,
Goessling,6,43327,2018,15-Aug-18,8152018,Conecuh National Forest,324,324,43-162852,Y,782,,31.11847,-86.49332,N,>20,,F,F,F,4084,27.6,27.6,222,115,27.4,27.4,28.7,6,Y,N,60,1600,no,no,JG phone,,0,0,0,0,0,N,9-Aug-18,8092018,MILD DYSKER,
Goessling,6,43329,2018,17-Aug-18,8172018,Conecuh National Forest,327,327,43-162820,Y,781,,31.11938,-86.49338,R,>20,,F,F,F,3330,25.3,25.2,202,111,24.2,22.3,26.4,4,Y,N,200,1117,no,no,JG phone,,NR,NR,NR,NR,NR,N,10-Aug-18,8102018,"BUBBLY, MAYBE STRESSED IN TRAP. CANT TELL IF URTD OR STRESS CAUSING SNOT, THUS NOT SCRED",
Goessling,CLAYPIT,41831,2015,11-Jul-14,071115,Solon Dixon Center,22,,,,2015-06,,,,R,old,,F,,,3618.5,26.0,,206,115,25.2,23.1,27.1,3,Y,N,14:44,A,Y,Y,Y PHONE,96.87906372,2,0,0,0,0,EROSION,10-Jul-15,071015,MODERATE DRIP AND SCABBING ON R NARIS. SEPTUM ERODED. VERY HOT IN TRAP. PREVIOSLY DRILLED AT 20 MARK.,
Goessling,CLAYPIT,41831,2015,11-Jul-14,071115,Solon Dixon Center,DC16,,,,2015-04,,,,N,old,,M,,,2488,23.4,,277,98,22.5,21.1,24.0,13,Y,UB,258 AND 3H,M,Y,Y,Y PHONE,89.59687906,0,0,0,0,0,VERY MILD EROSION,10-Jul-15,071015,,
Goessling,CLAYPIT,41831,2015,11-Jul-14,071115,Solon Dixon Center,DC17,,,,2015-05,,,,N,22,,F,,,3400,26.8,,204,113,25.2,22.9,26.9,6,Y,N,153,A,Y,Y,Y PHONE,95.83875163,0,0,0,0,0,,10-Jul-15,071015,VERY HOT,
Goessling,CLAYPIT,41831,2015,11-Jul-14,071115,Solon Dixon Center,DC18,,,,2015-02,,,,R,>22,,M,,,2225.5,22.9,,170,100,22.6,20.4,23.5,10,Y,N,327,A,Y,Y,Y PHONE,78.41352406,0,0,0,0,0,MILD EROSION L NARIS,10-Jul-15,071015,"TORTOISE WAS UNMARKED, HOWEVER IT HAD OLD EPOXY FROM RADIOTRANSMITTER ON SHELL. STRESSED IN TRAP, 97 DEG f. FILED AS 19?",
Goessling,Covington WMA,42249,2015,2-Sep-15,090215,Rayonier Tract,R12,,,,Walking about,,31.12699,-86.26037,N,2,,J,,,89.5,7.4,,64,37,7.3,7.1,7.7,0,Y,UB,150,A,N,N,1128-1135,0,0,0,0,0,0,,NA,NA,MILD DYSKERATOSIS,
Goessling,CR 169 at CR 201,41449,2013,24-Jun-13,20130624,Lee County,LC1,,,,,,,,N,>,,M,,,5549.2,31.6,,229,133,28.7,32.6,0.6,,Y,,7 H,NA,N,Y,160-168,79.6,,,,,,,22-Jun-13,20130622,,
Goessling,DR,41878,2014,27-Aug-14,"""08272014",Solon Dixon Center,232,,,,,,31.14845,-86.69233,R,old,,F,,,4203.4,28.3,,217,120,28.1,25.4,29.5,5,Y,NA,450,NA,Y,Y,,,,,,,,,25-Aug-14,"""08252013",FOREARMS SLIGHTLY BLOODY/BRUSED FROM TRAP? MAYBE NOT. OLD INJURIES. SKIN SLOUGHING ON NECK,
Goessling,DR,41496,2013,10-Aug-13,20130810,Solon Dixon Center,"""132""",,,,1,,,,R,>,,F,,,3855.8,28.1,,210,114,24.4,28.5,0.6,,Y,,320,NA,Y,Y,284-288,43.1,,,,,,,8-Aug-13,20130808,,
Goessling,DR,41496,2013,10-Aug-13,20130810,Solon Dixon Center,"""292""",,,,5,,,,R,>,,M,,,2831.5,24.7,,187,107,23.1,26.4,1.3,,Y,,180/420,NA,Y,Y,289-297,41.5,,,,,,,8-Aug-13,20130808,,
Goessling,DR,41494,2013,8-Aug-13,20130808,Solon Dixon Center,"""92""",,,,3,,,,R,>25,,M,,,2819.2,25.1,,187,104,22.9,26.5,1.3,,Y,,180,NA,Y,Y,257-263,38,,,,,,,6-Aug-13,20130806,,
Goessling,DR,41877,2014,26-Aug-14,"""08262014",Solon Dixon Center,DC102,,,,42,,31.16368,-86.68512,R,old,,F,,,5005,29.0,,232,122,27.0,25.6,29.4,8,Y,NA,140,NA,Y,N,"148, 151, 152",,,,,,,,25-Aug-14,"""08252014",,
Goessling,DR,41880,2014,29-Aug-14,"""08292014",Solon Dixon Center,DC12,,,,,,31.166,-86.69062,N,old,,F,,,3655,27.3,,212,113,26.2,23.7,28.0,5,Y,NA,"180, 320",NA,N,Y,,,,,,,,,27-Aug-14,"""08272014","VERY UPSET, SALIVATING",VERY OLD
Goessling,DR,41880,2014,29-Aug-14,"""08292014",Solon Dixon Center,DC13,,,,,,31.16339,-86.68459,N,old,,M,,,3135,25.5,,198,105,26.0,23.6,27.0,14,Y,NA,260,NA,Y,Y,,,,,,,,,25-Aug-14,"""08252014",BLOODY LAVAGE,
Goessling,DR,41881,2014,30-Aug-14,"""08302014",Solon Dixon Center,DC15,,,,,,31.15225,-86.68494,N,8,,J,,,416.5,13.4,,105,62,13.4,12.2,13.7,0,Y,NA,600,NA,Y,Y,"149,150",,,,,,,DERMAL DYSKERATOSIS ON PLASTRON CARAPACE,26-Aug-14,"""08262014",,
Goessling,DR,41493,2013,7-Aug-13,20130807,Solon Dixon Center,dr-01,,,,2,,,,N,>,,F,,,3815.4,26.1,,209,116,23.6,26.9,0.5,,Y,,126,NA,Y,Y,249-252,22.4,,,,,,,6-Aug-13,20130806,,
Goessling,DR,41494,2013,8-Aug-13,20130808,Solon Dixon Center,dr-04,,,,4,,,,N,>,,M,,,2918,25.1,,195,104,23.0,26.3,1.1,,Y,,492,NA,Y,Y,263-270,8.2,,,,,,,6-Aug-13,20130806,,
Goessling,DR,41495,2013,9-Aug-13,20130809,Solon Dixon Center,dr-06,,,,6,,,,N,>,,M,,,3098.5,24.5,,195,109,22.8,26.1,1.4,,Y,,403,NA,Y,Y,271-279,49.5,,,,,,,7-Aug-13,20130807,,
Goessling,DR,41496,2013,10-Aug-13,20130810,Solon Dixon Center,DR-07,,,,7,,,,N,>27,,F,,,3532.5,26.0,,198,115,25.9,27.4,1.1,,Y,,170,NA,Y,Y,298-302,52.8,,,,,,,8-Aug-13,20130808,,
Goessling,DR,41878,2014,27-Aug-14,"""08272014",Solon Dixon Center,DR09,,,,,,31.16359,-86.68465,N,old,,F,,,4067.3,27.0,,216,122,26.0,24.1,28.3,8,Y,NA,720,NA,Y,Y,,,,,,,,,25-Aug-14,"""08252014",,
Goessling,FOOD PLOT,41753,2014,24-Apr-14,"""04242014",Geneva State Forest,G08,,,,GSF15,,,,N,20,,F,,,3194.6,24.8,,191,106,24.4,22.2,25.8,4,Y,NA,173,NA,Y,Y,87-99,,,,,,,SICK GIRL!,21-Apr-14,"""04212014",,
Goessling,FS 305.2,43990,2020,8-Jun-20,06/08/20,Conecuh National Forest,,,43-181361,Y,AOR on FS305,,31.11722,-86.6053,N,1.5,,J,,,53,6.2,6.2,52,32,6.0,5.9,6.3,0,N,,Not Recorded,Not Recorded,,,N,,0,0,0,0,0,0,Hand captured,Hand captured,Hand captured on FS305; dysker.on plastron + forelimbs ,
Goessling,GY,41453,2013,28-Jun-13,20130628,Solon Dixon Center,2,,,,2,,,,N,21?,,M,,,2423.1,23.5,,180,101,22.1,25,1.3,,Y,,540,NA,Y,Y,222-227,36.7,,,,,,,27-Jun-13,20130627,,
Goessling,GY,41455,2013,30-Jun-13,20130630,Solon Dixon Center,3,,,,3,,,,N,2,,J,,,71.2,7.3,,59,33,6.9,7.4,0.1,,Y,,HELD 2 D,NA,N,N,238-243,28.8,,,,,,,27-Jun-13,20130627,,
Goessling,GY,41494,2013,8-Aug-13,20130808,Solon Dixon Center,d-02,,,,2,,,,R,>,,M,,,2513.5,23.6,,183,99,23.1,25,1.4,,Y,,707,NA,N,N,N,39.6,,,,,,,6-Aug-13,20130806,,
Goessling,GY,41495,2013,9-Aug-13,20130809,Solon Dixon Center,d-05,,,,4,,,,N,>,,M,,,3142.7,25.5,,195,109,23.4,26.8,1.4,,Y,,915,NA,Y,Y,280-283,61.1,,,,,,,6-Aug-13,20130806,,
Goessling,GY,41832,2015,12-Jul-14,071215,Solon Dixon Center,DC19,,,,2015-07,,,,N,>30,,M,,,2808.8,23.9,,180,110,23.6,21.9,25.0,12,Y,N,346,M,Y,Y,Y PHONE,46.94408322,0,0,0,0,0,L/R MILDLY ERODED,11-Jul-15,071115,,
Goessling,Hogfoot Rd,43328,2018,16-Aug-18,8162018,Conecuh National Forest,326,,48-162891,Y,NA,,31.13982,-86.53551,N,>18,,M,,,2613,23.7,23.5,182,100,23.2,21.8,25.2,7,y,n,145,941,no,no,JG phone,,0,0,,0,0,n,NA,NA,waypt CNF326,Hogfoot Rd just north of red wash hill
Goessling,Hogfoot Rd,43334,2018,22-Aug-18,8222018,Conecuh National Forest,329,,43-162861,Y,NA,,31.13468,-86.5378,N,23,,F,,,2944,24.5,24.2,192,107,23.7,23.2,24.9,7,Y,N,65,1031,no,no,JG phone,,0,0,0,0,0,N,NA,NA,FONTANELLE ON PLASTRON. RIUGHT UPPER EYELID MISSING,"CNF on Hogfoot Rd, WAYPT CNF329"
Goessling,Hogfoot Rd,43336,2018,24-Aug-18,8242018,Conecuh National Forest,334,,43-162870,Y,NA,,31.13228,-86.53691,N,old,,M,,,2984,24.8,24.2,170,106,23.8,22.9,24.9,9,Y,UB,190,1620,no,no,JG phone,,0,0,0,0,0,N,NA,NA,KERATIN ON PLASTRON FLAKING OFF AS IF REGROWING. MILD DYSKER. HEALED TOOTH HOLE L SIDE OF CARAPACE,
Goessling,IR,41493,2013,7-Aug-13,20130807,Solon Dixon Center,ir-01,,,,1,,,,N,>,,M,,,2911.1,25.4,,190,105,24.3,27.2,1.3,,Y,,858,NA,Y,Y,253-256,65.6,,,,,,,5-Aug-13,20130805,,
Goessling,2.1,42529,2016,8-Jun-16,6082016,Conecuh National Forest,257,,,,NA,,31.10672,-86.52467,N,14,,M,,,1888,20.0,,161,93,,,21.7,4,y,ub,300.00,,n,n,1374-1377,,0,0,0,0,0,,NA,NA,hand captured at burrow acoss open pond road from site 2,
Goessling,Nellie Pond Rd,43327,2018,15-Aug-18,8152018,Conecuh National Forest,325,,48-162962,Y,NA,,,,N,>21,,F,,,2900,24.7,24.6,190,101,23.8,22.3,26.1,5,Y,UB,RIDDEN IN CAR FOR 1.5 H BEFORE BLEEDING,1600,no,no,JG phone,,0,0,0,,0,MOD ASYMM,NA,NA,waypt CNF325; fontanelle on plastron. Prolapsed cloaca?,Nellie pond road at indigo snake warning/stop ahead sign
Goessling,Open Pond Rd,43332,2018,20-Aug-18,8202018,Conecuh National Forest,328,,43-162879,Y,NA,,31.09469,-86.54511,N,20,,M,,,2648,24.3,24.0,181,104,24.3,21.6,25.6,9,Y,UDB,14 HOURS AFTER BEING HELD OVERNIGHT,1930,no,no,JG phone,,0,0,0,0,0,MOD ASYM,NA,NA,FONTANELLE ON PLASTRON. ,"CNF on Open Pond Rd, waypt CNF328"
Goessling,OVER THE HILL WATER,41756,2014,27-Apr-14,"""04272014",Geneva State Forest,G10,,,,GSF07,,,,N,old,,M,,,3014.2,25.1,,191,114,24.7,22.7,26.3,12,Y,NA,"340, 1500",NA,Y,Y,"109, 110, 111, 115",,,,,,,"USE P2 FOR MYCOPLASMA AB. HIGHLY ASSYMETRICAL, BLOODY DICHARGE AT LAVAGE INITIATION",21-Apr-14,"""04012014, ""04102014, ""04212014","TrapSet: ""04012014, ""04102014, ""04212014",
Goessling,PP,41877,2014,26-Aug-14,"""08262014",Solon Dixon Center,112,,,,PP01,,31.1564,-86.70689,R,old,,F,,,3119,25.2,,200,105,24.9,22.8,26.5,4,7,NA,"420, 1020",NA,Y,Y,"142, 143",,,,,,,,25-Aug-14,"""08252014","MAYBE IN TRAP OVERNIGHT ""OLD"" POOP",
Goessling,PP,41877,2014,26-Aug-14,"""08262014",Solon Dixon Center,"""32""",,,,PP03,,31.16352,-86.71618,R,old,,M,,,2587.1,23.7,,178,102,22.9,,24.9,12,Y,NA,140,NA,Y,Y,"146, 147",,,,,,,,25-Aug-14,"""08252014",,
Goessling,PP,41879,2014,28-Aug-14,"""08282014",Solon Dixon Center,DC10,,,,PP02,,31.16348,-86.71588,N,old,,M,,,3126.5,26.2,,201,108,26.3,23.9,27.8,14,Y,NA,180,NA,Y,Y,,,,,,,,,25-Aug-14,"""08252014",SHELL OLD DAMAGE. LIGHTLY ASYMMETRIC PLASTRON,
Goessling,PP,41881,2014,30-Aug-14,"""08302014",Solon Dixon Center,DC14,,,,PP04,,31.16326,-86.7159,N,old,,M,,,3739.1,26.2,,207,117,25.0,23.4,27.3,15,Y,NA,280,NA,N,Y,,,,,,,,,25-Aug-14,"""08252014","OLD INJURY ON PLASTROM, ASYMM",
Goessling,SNATCH PLOT,41756,2014,27-Apr-14,"""04272014",Geneva State Forest,G09,,,,GSF22,,,,N,old,,F,,,3872.2,27.1,,224,118,25.9,24.4,28.0,7,Y,NA,300,NA,Y,Y,"112, 113, 114",,,,,,,"SICK, EXTRA NUCHAL SCUTE, SHELL VERY SOFT QUICK FILING, PUTRID BOWEL RELEASE, SQUISHED JEFF'S FINGER DURING LAVAGE PROCED.",26-Apr-14,"""04262014",,
Goessling,SR 29 @ Center Rd,41441,2013,16-Jun-13,20130616,Solon Dixon Center,1,,,,,,31.142371,-86.696014,N,13,,F,,,1724.3,21.7,,163,95,19.8,22.6,0.3,,Y,,23.5 h,NA,Y,Y,154-161,55.7,,,,,,,,,,
Goessling,SWATCH PLOT,41757,2014,28-Apr-14,"""04282014",Geneva State Forest,G11,,,,SWATCH 2,,,,N,20,,M,,,3056,25.8,,189,108,26.0,24,27.2,13,Y,NA,180,NA,Y,Y,"116, 117, 118, 119",,,,,,,3 HOUR BLEED 3:38 FREEZE 3:40,NA,NA,SNATCHED; handcapture,
Goessling,TRANSFORMER,41741,2014,12-Apr-14,"""04122014",Geneva State Forest,G03,,,,,,,,N,17,,M,,,1886.8,21.8,,164,94,21.2,19.5,22.3,4,Y,NA,263,NA,Y,Y,68-71,,,,,,,"STRESSED, FROTHING AT CAPTURE. FRONT LEFT SECOND TOE MISSING, NICE CARAPACE FLARE, DIAMOND PATTERN WORN ON LEFT- KERATIN DISEASE?",12-Apr-14,"""04122014",,
Goessling,ZACH DEARL,41731,2014,2-Apr-14,"""04022014",Geneva State Forest,G01,,,,,,31.11575,-86.16982,N,16,,F,,,2027.1,2.2,,17.1,9.7,2.2,,2.3,4,Y,NA,1320,NA,Y,Y,60-63,,,,,,,,,,,
Goessling,,41832,2015,12-Jul-14,071215,Solon Dixon Center,2,,,,2015-08,,,,R,23,,F,,,3947.2,27.7,,205,118,26.5,24.6,28.4,5,Y,N,55 AND 3H,M,Y,Y,,96.09882965,1,0,0,0,0,L/R ERODED,11-Jul-15,071115,VERY NASALLY/BUBBLES. Loud gurgling sounds.,
Goessling,,41881,2014,30-Aug-14,"""08302014",Solon Dixon Center,252,,,,,,31.16717,-86.70266,R,old,,F,,,5075,29.6,,230,126,28.6,27,30.7,11,Y,NA,"120, 240",NA,N,Y,,,,,,,,,20-Aug-14,"""08292014",,
Goessling,,41832,2015,12-Jul-14,071215,Solon Dixon Center,322,,,,122's old burrow,,31.15723,-86.7067,R,>24,,F,,,4888,29.4,,212,125,28.1,26.3,29.8,10,Y,UB,182,M,Y,Y,Y PHONE,90.37711313,0,0,0,0,0,L/R MILDLY ERODED,10-Jul-15,01015,"STRESSED IN TRAPPED, CLAWS ALL BROKEN OFF, SAVED",
Goessling,,41879,2014,28-Aug-14,"""08282014",Solon Dixon Center,"""122""",,,,D07,,31.15723,-86.7067,R,old,,M,,,3002,25.1,,190,101,25.5,23.6,27.2,12,Y,NA,330,NA,Y,Y,,,,,,,,,25-Aug-14,"""08252014",,
Goessling,,41492,2013,6-Aug-13,20130806,Center Rd ~50 yds past graveyard.,dc-04,,,,,,,,N,19,,F,,,3496.8,27.0,,203,101,24.9,28.2,0.5,,Y,,193,NA,Y,Y,243-248,45,,,,,,,NA,NA,,
Goessling,,41876,2014,25-Aug-14,"""08252014",Solon Dixon Center,DC08,,,,,,31.17154,-86.6914,N,9,,J,,,461.1,13.6,,109,62,13.5,12.4,14.0,3,Y,NA,600,NA,N,Y,"144, 145",,,,,,,,26-Aug-14,"""08262014",MEAN AS SHIT! PLASMA IS LABELED AS DC-10,
Goessling,,41879,2014,28-Aug-14,"""08282014",Solon Dixon Center,DC11,,,,,,31.17065,-86.70798,N,18,,F,,,1845.7,22.4,,162,93,21.9,20,23.0,4,Y,NA,260,NA,Y,Y,,,,,,,,,28-Aug-14,"""08282014",AGITATED IN TRAP. EXTRA SCUTE,
